Id,Gender,Customer Type,Type of Travel,Class,Age,Female,Loyal Customer,Business Travel,Eco Class,Business Class,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfied,Satisfaction
92118,Female,Loyal Customer,Personal Travel,Eco,26,1,1,0,1,0,1532,2,2,2,3,1,2,1,1,1,2,4,2,3,1,0,0,0,dissatisfied
6518,Male,Loyal Customer,Business travel,Business,27,0,1,1,0,1,599,3,5,5,5,3,2,3,3,2,2,4,3,4,3,0,0,0,dissatisfied
102019,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,1761,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0,1,satisfied
54437,Male,Loyal Customer,Business travel,Eco Plus,24,0,1,1,0,0,305,1,5,1,4,3,1,4,3,5,1,1,3,4,3,0,3,1,satisfied
35965,Female,Loyal Customer,Personal Travel,Eco,13,1,1,0,1,0,231,1,5,1,4,2,1,3,2,3,5,3,4,1,2,0,0,1,satisfied
61188,Male,Loyal Customer,Business travel,Business,33,0,1,1,0,1,862,4,4,4,4,5,5,5,5,4,3,4,4,5,5,9,13,1,satisfied
90260,Male,Loyal Customer,Business travel,Business,25,0,1,1,0,1,757,1,1,1,1,5,5,5,5,5,5,5,5,5,5,6,0,1,satisfied
72298,Male,Loyal Customer,Personal Travel,Eco,55,0,1,0,1,0,919,2,5,2,3,3,2,3,3,2,4,1,3,5,3,0,0,0,dissatisfied
52294,Male,disloyal Customer,Business travel,Eco,27,0,0,1,1,0,651,4,2,4,4,5,4,5,5,2,4,3,3,3,5,0,1,0,dissatisfied
113140,Female,Loyal Customer,Business travel,Business,43,1,1,1,0,1,2128,1,1,1,1,4,4,5,5,5,5,5,4,5,5,0,0,1,satisfied
1179,Male,Loyal Customer,Personal Travel,Eco,48,0,1,0,1,0,134,1,1,1,2,4,1,2,4,4,2,1,2,1,4,10,18,0,dissatisfied
13140,Male,Loyal Customer,Personal Travel,Eco,28,0,1,0,1,0,427,1,4,2,3,1,2,1,1,3,5,3,3,2,1,3,2,0,dissatisfied
42288,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,1899,1,1,1,1,5,1,2,2,2,2,2,2,2,2,2,0,1,satisfied
120780,Female,Loyal Customer,Personal Travel,Eco,24,1,1,0,1,0,678,3,5,3,2,1,3,1,1,4,4,5,5,4,1,0,6,0,dissatisfied
47906,Female,Loyal Customer,Business travel,Eco,43,1,1,1,1,0,451,1,3,3,3,5,3,3,1,1,1,1,3,1,2,10,22,0,dissatisfied
81953,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,1532,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0,1,satisfied
123608,Male,Loyal Customer,Business travel,Business,45,0,1,1,0,1,1773,2,2,2,2,2,3,5,5,5,4,5,3,5,5,25,17,1,satisfied
17224,Female,Loyal Customer,Business travel,Eco,39,1,1,1,1,0,1092,5,1,1,1,5,5,5,5,4,3,3,5,4,5,0,0,1,satisfied
79696,Male,Loyal Customer,Personal Travel,Eco,47,0,1,0,1,0,762,2,4,2,2,5,2,5,5,3,5,5,3,4,5,37,22,0,dissatisfied
49791,Male,Loyal Customer,Business travel,Business,34,0,1,1,0,1,1684,4,4,4,4,1,2,4,3,3,3,3,5,3,4,0,10,1,satisfied
128919,Female,Loyal Customer,Business travel,Business,51,1,1,1,0,1,236,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,1,satisfied
11854,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,2035,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0,1,satisfied
38019,Male,disloyal Customer,Business travel,Eco,62,0,0,1,1,0,1237,3,3,3,4,3,3,3,3,1,5,3,2,5,3,5,8,0,dissatisfied
101495,Female,Loyal Customer,Business travel,Business,30,1,1,1,0,1,2370,4,4,4,4,4,3,4,4,2,2,3,3,3,4,10,4,0,dissatisfied
23222,Female,Loyal Customer,Personal Travel,Eco,67,1,1,0,1,0,326,3,3,3,1,4,4,2,5,5,3,5,3,5,4,2,0,0,dissatisfied
89421,Female,disloyal Customer,Business travel,Eco,34,1,0,1,1,0,151,1,5,1,2,4,1,4,4,4,1,1,3,3,4,2,3,0,dissatisfied
15164,Female,Loyal Customer,Personal Travel,Eco Plus,17,1,1,0,0,0,912,3,5,3,1,1,3,1,1,4,4,4,4,4,1,1,21,0,dissatisfied
40717,Female,Loyal Customer,Business travel,Business,31,1,1,1,0,1,3018,1,1,2,1,5,4,5,5,5,2,4,3,3,5,0,0,1,satisfied
8762,Male,Loyal Customer,Personal Travel,Eco,44,0,1,0,1,0,1147,2,5,2,1,3,2,5,3,3,2,3,4,4,3,108,126,0,dissatisfied
112667,Female,Loyal Customer,Business travel,Business,58,1,1,1,0,1,3819,5,5,5,5,2,5,5,4,4,4,4,4,4,3,8,0,1,satisfied
107117,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,842,3,3,1,3,2,2,2,5,3,5,5,2,5,2,226,223,1,satisfied
71659,Male,Loyal Customer,Personal Travel,Eco,66,0,1,0,1,0,1197,4,2,4,3,1,4,1,1,3,5,3,1,3,1,1,0,0,dissatisfied
127306,Female,disloyal Customer,Business travel,Business,43,1,0,1,0,1,1172,4,4,4,3,3,4,3,3,5,5,3,4,4,3,0,0,1,satisfied
121944,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,3816,4,4,4,4,3,4,5,5,5,5,5,5,5,4,50,58,1,satisfied
19191,Female,Loyal Customer,Business travel,Eco,49,1,1,1,1,0,542,1,3,3,3,2,4,3,1,1,1,1,1,1,2,0,0,0,dissatisfied
111377,Female,Loyal Customer,Business travel,Business,40,1,1,1,0,1,3702,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,1,satisfied
116194,Female,Loyal Customer,Personal Travel,Eco,56,1,1,0,1,0,447,4,4,4,3,3,5,4,3,3,4,5,4,3,3,0,0,0,dissatisfied
19629,Male,Loyal Customer,Business travel,Business,22,0,1,1,0,1,3823,3,3,3,3,4,4,4,4,5,4,2,4,1,4,82,75,1,satisfied
123038,Male,disloyal Customer,Business travel,Eco,43,0,0,1,1,0,590,1,4,1,3,2,1,4,2,4,2,3,4,3,2,0,0,0,dissatisfied
81629,Female,disloyal Customer,Business travel,Eco,21,1,0,1,1,0,1142,1,1,1,3,1,1,1,1,4,4,4,2,4,1,16,5,0,dissatisfied
63722,Female,disloyal Customer,Business travel,Eco,9,1,0,1,1,0,958,4,4,4,3,3,4,1,3,5,3,3,5,5,3,0,0,1,satisfied
27609,Male,Loyal Customer,Personal Travel,Eco,36,0,1,0,1,0,954,3,2,3,4,3,3,3,3,3,3,3,1,3,3,0,0,0,dissatisfied
84667,Female,disloyal Customer,Business travel,Eco,25,1,0,1,1,0,1043,2,2,2,3,4,2,4,4,2,5,3,1,3,4,1,4,0,dissatisfied
102691,Male,Loyal Customer,Business travel,Business,17,0,1,1,0,1,365,2,2,2,2,4,5,4,4,4,2,4,3,5,4,0,0,1,satisfied
73215,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,1258,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0,0,1,satisfied
5470,Male,Loyal Customer,Personal Travel,Eco,24,0,1,0,1,0,265,1,3,1,3,4,1,4,4,4,5,4,2,3,4,6,14,0,dissatisfied
83417,Female,Loyal Customer,Business travel,Eco,56,1,1,1,1,0,632,4,5,5,5,4,4,3,4,4,4,4,2,4,5,0,0,1,satisfied
62085,Female,Loyal Customer,Personal Travel,Eco Plus,65,1,1,0,0,0,2475,1,4,1,3,5,5,4,1,1,1,1,4,1,3,0,5,0,dissatisfied
122091,Male,Loyal Customer,Personal Travel,Eco,24,0,1,0,1,0,130,3,4,3,2,4,3,4,4,4,3,4,4,4,4,3,2,0,dissatisfied
64696,Female,Loyal Customer,Business travel,Business,56,1,1,1,0,1,3956,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,0,1,satisfied
95922,Male,Loyal Customer,Business travel,Eco,49,0,1,1,1,0,1411,4,2,4,2,3,4,3,3,1,3,2,1,2,3,33,14,0,dissatisfied
3315,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,2730,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,11,1,satisfied
31323,Male,Loyal Customer,Personal Travel,Eco Plus,8,0,1,0,0,0,680,3,4,3,2,1,3,2,1,5,5,4,4,4,1,17,31,0,dissatisfied
74822,Male,Loyal Customer,Personal Travel,Eco Plus,41,0,1,0,0,0,1464,1,5,1,2,5,1,5,5,5,3,5,5,4,5,0,0,0,dissatisfied
43577,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,1099,4,4,4,4,1,4,1,1,3,2,3,4,3,1,17,26,0,dissatisfied
88338,Female,Loyal Customer,Business travel,Business,55,1,1,1,0,1,3662,2,2,3,2,3,4,4,5,5,4,5,4,5,4,0,3,1,satisfied
54955,Male,Loyal Customer,Business travel,Business,46,0,1,1,0,1,1635,2,2,2,2,5,3,4,2,2,2,2,4,2,3,21,1,1,satisfied
125120,Female,Loyal Customer,Personal Travel,Eco,66,1,1,0,1,0,361,3,4,3,1,5,4,4,2,2,3,5,5,2,3,1,32,0,dissatisfied
122495,Female,Loyal Customer,Business travel,Business,33,1,1,1,0,1,930,2,2,2,2,2,4,5,4,4,4,4,4,4,5,0,0,1,satisfied
32428,Male,disloyal Customer,Business travel,Eco,33,0,0,1,1,0,201,2,1,2,3,1,2,1,1,4,5,4,2,4,1,4,8,0,dissatisfied
81640,Female,Loyal Customer,Personal Travel,Business,26,1,1,0,0,1,907,5,4,5,2,5,5,5,5,4,5,5,4,5,5,0,19,1,satisfied
51613,Female,Loyal Customer,Business travel,Eco,59,1,1,1,1,0,425,4,5,5,5,4,3,4,4,4,4,4,2,4,3,0,0,0,dissatisfied
104104,Male,Loyal Customer,Business travel,Business,42,0,1,1,0,1,1731,1,1,1,1,3,4,1,4,4,4,4,5,4,3,0,1,1,satisfied
51882,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,3258,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0,1,satisfied
100203,Female,Loyal Customer,Personal Travel,Eco Plus,53,1,1,0,0,0,468,1,5,3,4,5,5,5,1,1,3,1,3,1,5,22,40,0,dissatisfied
69975,Female,Loyal Customer,Business travel,Business,47,1,1,1,0,1,236,1,1,1,1,5,5,4,5,5,5,5,4,5,3,0,0,1,satisfied
96157,Male,Loyal Customer,Business travel,Business,21,0,1,1,0,1,328,1,1,1,2,5,5,5,5,5,5,5,3,4,5,0,0,1,satisfied
61632,Female,disloyal Customer,Business travel,Eco,18,1,0,1,1,0,1334,4,3,3,3,1,4,1,1,3,4,5,4,4,1,0,0,1,satisfied
28835,Female,Loyal Customer,Business travel,Business,35,1,1,1,0,1,954,2,2,2,2,1,1,2,4,4,4,4,3,4,4,0,0,1,satisfied
102056,Male,Loyal Customer,Personal Travel,Business,38,0,1,0,0,1,226,3,4,3,2,3,5,5,3,3,3,3,4,3,4,0,0,0,dissatisfied
93074,Male,Loyal Customer,Business travel,Eco Plus,20,0,1,1,0,0,297,2,4,4,4,2,2,4,2,2,4,3,1,3,2,0,0,0,dissatisfied
57379,Male,Loyal Customer,Personal Travel,Eco Plus,59,0,1,0,0,0,414,2,2,2,3,3,2,3,3,3,1,3,2,3,3,1,8,0,dissatisfied
289,Male,Loyal Customer,Personal Travel,Eco Plus,51,0,1,0,0,0,825,2,5,3,5,4,3,4,4,3,3,4,5,5,4,0,0,0,dissatisfied
121168,Female,Loyal Customer,Personal Travel,Eco,59,1,1,0,1,0,2370,4,4,4,1,4,1,1,3,5,4,5,1,3,1,0,0,1,satisfied
43154,Male,Loyal Customer,Business travel,Eco,47,0,1,1,1,0,1368,5,5,2,5,5,5,5,5,5,2,1,1,1,5,0,0,1,satisfied
117453,Female,Loyal Customer,Personal Travel,Eco,25,1,1,0,1,0,1107,1,5,1,4,5,1,5,5,4,5,4,4,5,5,47,39,0,dissatisfied
46902,Male,Loyal Customer,Business travel,Business,38,0,1,1,0,1,845,4,4,4,4,5,4,1,5,5,5,5,4,5,2,0,0,1,satisfied
3779,Male,Loyal Customer,Business travel,Business,39,0,1,1,0,1,2336,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0,1,satisfied
103389,Female,Loyal Customer,Business travel,Business,49,1,1,1,0,1,3975,1,1,1,2,5,4,5,2,2,2,2,4,2,3,38,31,1,satisfied
22360,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,143,3,3,3,3,2,2,4,4,4,4,5,3,4,3,0,0,1,satisfied
119768,Female,Loyal Customer,Business travel,Business,46,1,1,1,0,1,936,3,3,2,3,4,5,4,4,4,4,4,4,4,3,21,5,1,satisfied
29292,Female,Loyal Customer,Business travel,Eco,39,1,1,1,1,0,550,4,2,2,2,4,4,4,4,2,5,2,4,2,4,0,0,1,satisfied
14215,Male,Loyal Customer,Personal Travel,Eco,68,0,1,0,1,0,620,3,5,3,1,2,3,2,2,4,4,5,3,4,2,15,24,0,dissatisfied
50929,Female,Loyal Customer,Personal Travel,Eco,60,1,1,0,1,0,77,3,5,3,1,5,4,5,4,4,3,4,5,4,5,0,0,0,dissatisfied
38323,Male,Loyal Customer,Personal Travel,Business,21,0,1,0,0,1,1050,4,4,4,4,1,4,2,1,1,5,3,1,4,1,4,0,1,satisfied
85578,Female,Loyal Customer,Business travel,Eco,50,1,1,1,1,0,153,1,4,4,4,4,4,3,1,1,1,1,4,1,2,27,40,0,dissatisfied
7644,Male,Loyal Customer,Business travel,Business,48,0,1,1,0,1,3764,1,1,2,1,3,4,4,5,5,5,5,3,5,3,0,5,1,satisfied
25556,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,696,2,1,1,1,1,4,4,2,2,2,2,3,2,2,6,0,0,dissatisfied
95900,Male,Loyal Customer,Personal Travel,Eco,37,0,1,0,1,0,759,3,3,3,3,4,3,4,4,2,2,3,1,3,4,23,25,0,dissatisfied
105900,Male,disloyal Customer,Business travel,Eco,24,0,0,1,1,0,283,2,1,2,2,5,2,4,5,3,3,5,5,5,5,0,0,0,dissatisfied
80658,Male,Loyal Customer,Business travel,Eco,9,0,1,1,1,0,821,2,3,3,3,2,1,4,2,2,1,4,1,4,2,2,0,0,dissatisfied
123791,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,1844,5,5,5,5,2,5,4,4,4,4,4,4,4,4,0,2,1,satisfied
81056,Female,Loyal Customer,Personal Travel,Eco,27,1,1,0,1,0,1399,1,3,1,2,4,1,4,4,1,2,2,4,3,4,0,2,1,satisfied
101215,Male,Loyal Customer,Personal Travel,Eco,68,0,1,0,1,0,1235,2,4,2,1,5,2,5,5,3,3,4,4,4,5,0,0,0,dissatisfied
76054,Female,disloyal Customer,Business travel,Eco,22,1,0,1,1,0,669,2,1,2,2,5,2,5,5,3,2,5,3,4,5,45,30,0,dissatisfied
14319,Female,Loyal Customer,Business travel,Business,63,1,1,1,0,1,2581,2,2,2,2,3,5,1,5,5,5,5,2,5,1,0,0,1,satisfied
26538,Male,Loyal Customer,Personal Travel,Eco,18,0,1,0,1,0,990,2,5,2,1,1,2,1,1,4,3,4,3,4,1,0,0,0,dissatisfied
27440,Male,disloyal Customer,Business travel,Eco,14,0,0,1,1,0,697,4,4,4,3,3,4,3,3,1,2,5,3,3,3,0,0,1,satisfied
11748,Male,disloyal Customer,Business travel,Business,19,0,0,1,0,1,429,1,1,1,4,3,1,3,3,5,4,5,5,4,3,0,4,1,satisfied
37753,Female,disloyal Customer,Business travel,Eco Plus,36,1,0,1,0,0,1069,4,4,4,4,2,4,1,2,5,5,5,3,4,2,33,15,0,dissatisfied
7080,Female,Loyal Customer,Business travel,Business,43,1,1,1,0,1,2728,1,3,4,3,4,2,2,2,2,2,1,4,2,2,10,7,0,dissatisfied
5749,Female,Loyal Customer,Business travel,Business,39,1,1,1,0,1,859,3,3,3,3,1,4,3,3,3,3,3,4,3,4,77,66,0,dissatisfied
36409,Female,Loyal Customer,Business travel,Business,53,1,1,1,0,1,369,2,2,2,2,1,1,1,5,5,5,5,1,5,1,15,7,1,satisfied
54165,Male,Loyal Customer,Business travel,Eco,48,0,1,1,1,0,1400,5,3,3,3,5,5,5,5,2,4,2,2,5,5,0,0,1,satisfied
80716,Female,disloyal Customer,Business travel,Business,36,1,0,1,0,1,920,2,2,2,3,4,2,4,4,4,4,5,3,5,4,0,0,0,dissatisfied
53627,Female,Loyal Customer,Business travel,Eco,49,1,1,1,1,0,374,4,2,2,2,4,3,5,4,4,4,4,2,4,2,0,0,1,satisfied
64910,Female,disloyal Customer,Business travel,Business,22,1,0,1,0,1,190,4,1,4,2,4,4,4,4,3,5,2,3,3,4,3,0,0,dissatisfied
70274,Male,Loyal Customer,Business travel,Business,48,0,1,1,0,1,2912,2,2,2,2,4,4,5,4,4,4,4,5,4,3,0,0,1,satisfied
97064,Female,disloyal Customer,Business travel,Business,41,1,0,1,0,1,1497,1,2,2,3,3,1,2,3,4,5,4,4,4,3,0,0,0,dissatisfied
49565,Male,disloyal Customer,Business travel,Eco,27,0,0,1,1,0,262,3,1,3,3,1,3,1,1,5,4,1,4,1,1,35,43,0,dissatisfied
10901,Male,Loyal Customer,Business travel,Eco,57,0,1,1,1,0,201,2,2,4,2,2,2,2,2,4,5,1,4,1,2,0,0,0,dissatisfied
79683,Female,Loyal Customer,Personal Travel,Eco,58,1,1,0,1,0,762,1,4,1,4,4,5,5,1,1,1,1,5,1,4,0,0,0,dissatisfied
125817,Male,disloyal Customer,Business travel,Eco,28,0,0,1,1,0,861,3,3,3,4,3,2,2,3,1,4,3,2,2,2,300,307,0,dissatisfied
53773,Male,Loyal Customer,Business travel,Eco Plus,30,0,1,1,0,0,1195,1,1,1,4,5,1,5,5,1,4,4,4,1,5,2,2,1,satisfied
35101,Male,Loyal Customer,Business travel,Business,39,0,1,1,0,1,3745,1,1,1,1,2,1,3,4,4,4,4,1,4,2,0,0,1,satisfied
12401,Female,Loyal Customer,Business travel,Business,78,1,1,1,0,1,2258,3,3,3,3,3,5,5,4,4,4,4,3,4,2,0,0,1,satisfied
22099,Female,Loyal Customer,Personal Travel,Eco,68,1,1,0,1,0,782,2,4,2,5,2,2,3,4,3,4,5,3,4,3,172,162,0,dissatisfied
117176,Male,Loyal Customer,Personal Travel,Eco,13,0,1,0,1,0,646,2,4,2,4,5,2,5,5,1,3,2,3,2,5,1,0,0,dissatisfied
19880,Male,Loyal Customer,Business travel,Business,77,0,1,1,0,1,343,1,2,1,1,4,4,5,5,5,5,5,3,5,3,0,0,1,satisfied
100930,Male,Loyal Customer,Personal Travel,Eco,26,0,1,0,1,0,838,2,5,2,1,5,2,2,5,4,4,5,5,5,5,2,6,0,dissatisfied
116272,Male,Loyal Customer,Personal Travel,Eco,8,0,1,0,1,0,325,1,1,1,4,3,1,3,3,3,5,3,2,4,3,28,24,0,dissatisfied
125156,Female,Loyal Customer,Business travel,Business,53,1,1,1,0,1,813,5,5,1,5,2,4,5,2,2,2,2,5,2,3,41,,1,satisfied
28456,Female,disloyal Customer,Business travel,Eco,29,1,0,1,1,0,1029,3,3,3,3,3,2,2,2,4,2,3,2,1,2,0,18,0,dissatisfied
13403,Female,Loyal Customer,Business travel,Business,55,1,1,1,0,1,475,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,0,1,satisfied
114771,Male,Loyal Customer,Business travel,Business,33,0,1,1,0,1,2858,4,4,4,4,5,5,5,5,4,5,4,3,4,5,0,0,1,satisfied
56077,Male,Loyal Customer,Personal Travel,Eco,53,0,1,0,1,0,2586,3,1,3,3,3,3,3,3,1,2,4,3,4,3,2,0,0,dissatisfied
66238,Female,Loyal Customer,Business travel,Business,23,1,1,1,0,1,3166,2,2,2,2,4,4,4,4,3,5,3,3,5,4,0,0,1,satisfied
73585,Female,Loyal Customer,Business travel,Business,56,1,1,1,0,1,2237,5,5,5,5,3,5,4,3,3,4,5,5,3,5,0,6,1,satisfied
51618,Male,Loyal Customer,Business travel,Business,62,0,1,1,0,1,3261,3,3,3,3,5,3,1,4,4,4,4,4,4,4,0,0,1,satisfied
110672,Male,Loyal Customer,Business travel,Business,29,0,1,1,0,1,2442,2,3,3,3,2,2,2,2,1,5,4,3,4,2,21,22,0,dissatisfied
5384,Female,Loyal Customer,Personal Travel,Eco,21,1,1,0,1,0,733,3,1,3,2,2,3,3,2,4,5,2,2,2,2,0,0,0,dissatisfied
73460,Male,Loyal Customer,Personal Travel,Eco,39,0,1,0,1,0,1144,3,5,3,3,4,3,4,4,2,5,5,4,3,4,0,0,0,dissatisfied
108451,Male,Loyal Customer,Business travel,Business,40,0,1,1,0,1,1044,1,4,4,4,2,2,1,1,1,1,1,1,1,4,70,76,0,dissatisfied
79569,Male,disloyal Customer,Business travel,Eco,16,0,0,1,1,0,762,2,2,2,2,1,2,1,1,4,5,4,4,5,1,0,0,0,dissatisfied
85053,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,731,1,1,1,1,4,5,4,4,4,4,4,4,4,4,27,11,1,satisfied
115180,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,337,2,2,2,3,5,2,5,5,5,4,4,4,4,5,18,18,0,dissatisfied
99363,Female,Loyal Customer,Business travel,Eco,28,1,1,1,1,0,409,3,5,5,5,3,3,3,3,4,2,4,4,3,3,0,0,0,dissatisfied
49954,Female,Loyal Customer,Business travel,Business,36,1,1,1,0,1,373,3,3,3,3,5,4,3,3,3,3,3,2,3,4,0,0,0,dissatisfied
66015,Female,Loyal Customer,Business travel,Business,39,1,1,1,0,1,2685,3,3,3,3,3,5,5,4,4,4,4,5,4,3,41,41,1,satisfied
101883,Female,disloyal Customer,Business travel,Eco,23,1,0,1,1,0,2039,5,5,5,3,4,5,4,4,5,2,3,4,5,4,68,58,1,satisfied
115987,Female,Loyal Customer,Personal Travel,Eco,55,1,1,0,1,0,446,4,4,4,1,5,5,5,5,5,4,3,5,5,4,43,42,1,satisfied
57253,Male,Loyal Customer,Business travel,Eco,38,0,1,1,1,0,628,3,1,1,1,3,3,3,3,3,4,4,3,4,3,0,0,0,dissatisfied
63877,Female,Loyal Customer,Business travel,Eco,18,1,1,1,1,0,1192,4,5,5,5,4,4,2,4,4,4,3,2,3,4,0,6,0,dissatisfied
98312,Female,Loyal Customer,Personal Travel,Eco,18,1,1,0,1,0,1565,2,2,2,3,2,2,2,2,3,5,4,3,3,2,0,6,0,dissatisfied
99413,Male,disloyal Customer,Business travel,Eco,22,0,0,1,1,0,314,2,1,2,3,5,2,5,5,2,3,3,1,5,5,0,0,0,dissatisfied
91190,Female,Loyal Customer,Personal Travel,Eco,46,1,1,0,1,0,581,2,1,2,1,1,2,1,3,3,2,5,4,3,4,42,40,0,dissatisfied
106857,Female,Loyal Customer,Personal Travel,Business,57,1,1,0,0,1,577,2,2,2,3,1,4,4,4,4,2,4,1,4,1,4,13,0,dissatisfied
53013,Female,disloyal Customer,Business travel,Eco,25,1,0,1,1,0,1208,3,3,3,3,4,3,5,4,2,2,4,3,3,4,0,31,0,dissatisfied
89103,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,2116,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,0,1,satisfied
120361,Male,Loyal Customer,Business travel,Business,59,0,1,1,0,1,366,1,1,1,1,3,4,5,5,5,5,5,5,5,4,0,19,1,satisfied
34853,Male,Loyal Customer,Business travel,Eco,41,0,1,1,1,0,1826,1,4,4,4,1,1,1,1,2,1,3,3,2,1,71,60,0,dissatisfied
36679,Male,Loyal Customer,Personal Travel,Eco,53,0,1,0,1,0,1121,3,4,3,4,4,3,4,4,4,2,3,3,5,4,0,0,0,dissatisfied
52075,Female,disloyal Customer,Business travel,Eco,23,1,0,1,1,0,438,3,1,3,5,4,3,4,4,1,4,3,2,1,4,0,3,0,dissatisfied
68729,Male,Loyal Customer,Personal Travel,Eco Plus,40,0,1,0,0,0,175,3,5,3,2,5,3,5,5,3,3,4,5,5,5,0,0,0,dissatisfied
43150,Female,Loyal Customer,Personal Travel,Eco Plus,10,1,1,0,0,0,414,2,4,1,4,2,1,2,2,1,5,5,1,3,2,4,0,0,dissatisfied
124605,Male,Loyal Customer,Business travel,Business,32,0,1,1,0,1,1671,2,4,4,4,2,2,2,2,1,1,3,3,3,2,16,26,0,dissatisfied
90274,Female,Loyal Customer,Business travel,Business,43,1,1,1,0,1,2542,1,5,5,5,5,4,4,1,1,1,1,3,1,4,0,0,0,dissatisfied
27810,Male,Loyal Customer,Business travel,Business,19,0,1,1,0,1,3888,1,1,1,1,4,4,4,4,5,3,5,4,4,4,0,0,1,satisfied
70719,Male,disloyal Customer,Business travel,Eco,27,0,0,1,1,0,675,3,3,3,3,2,3,2,2,2,2,4,2,4,2,2,0,0,dissatisfied
95302,Female,Loyal Customer,Personal Travel,Eco,15,1,1,0,1,0,189,1,2,1,2,2,1,1,2,1,1,2,2,2,2,19,14,0,dissatisfied
45740,Male,Loyal Customer,Business travel,Business,47,0,1,1,0,1,1772,2,2,2,2,2,4,4,4,4,4,4,3,4,4,0,0,1,satisfied
76606,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,2473,3,3,1,3,4,4,5,5,5,5,5,5,5,5,0,0,1,satisfied
65732,Female,Loyal Customer,Business travel,Business,25,1,1,1,0,1,1061,4,4,4,4,5,5,5,5,3,4,4,4,5,5,0,0,1,satisfied
102809,Male,Loyal Customer,Business travel,Business,55,0,1,1,0,1,342,3,3,3,3,2,4,5,4,4,4,4,3,4,4,61,60,1,satisfied
98770,Male,Loyal Customer,Personal Travel,Eco,17,0,1,0,1,0,2075,4,5,3,1,1,3,2,1,4,3,4,4,5,1,26,0,0,dissatisfied
101823,Female,Loyal Customer,Personal Travel,Eco,20,1,1,0,1,0,1521,1,1,1,3,4,1,3,4,1,2,3,1,4,4,0,0,1,satisfied
77577,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,2313,2,3,3,3,1,2,2,2,2,2,2,3,2,3,59,51,0,dissatisfied
118312,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,639,5,5,1,5,5,4,4,5,5,5,5,5,5,5,1,9,1,satisfied
94227,Male,Loyal Customer,Business travel,Business,44,0,1,1,0,1,293,5,5,5,5,2,4,4,4,4,4,4,5,4,5,6,9,1,satisfied
72632,Male,Loyal Customer,Personal Travel,Eco,36,0,1,0,1,0,985,1,4,1,3,2,1,4,2,5,2,4,5,4,2,0,0,0,dissatisfied
75900,Male,Loyal Customer,Business travel,Business,49,0,1,1,0,1,1765,2,1,4,4,3,2,2,1,5,4,4,2,1,2,294,296,0,dissatisfied
16028,Male,Loyal Customer,Personal Travel,Eco,54,0,1,0,1,0,780,2,1,2,3,4,2,4,4,3,2,3,1,3,4,0,0,0,dissatisfied
41142,Male,Loyal Customer,Personal Travel,Eco,65,0,1,0,1,0,224,1,5,1,1,3,1,1,3,4,5,4,4,5,3,0,0,0,dissatisfied
4073,Male,Loyal Customer,Personal Travel,Eco Plus,64,0,1,0,0,0,425,2,2,2,2,2,2,2,2,3,2,2,1,3,2,9,84,0,dissatisfied
113882,Female,Loyal Customer,Personal Travel,Eco Plus,38,1,1,0,0,0,1363,3,4,3,3,4,3,4,4,5,2,4,3,4,4,19,0,0,dissatisfied
31181,Female,Loyal Customer,Business travel,Business,51,1,1,1,0,1,1620,2,1,1,1,3,3,3,2,2,2,2,3,2,4,65,77,0,dissatisfied
123460,Male,disloyal Customer,Business travel,Eco,21,0,0,1,1,0,911,3,3,3,4,1,3,1,1,4,3,5,3,5,1,0,0,0,dissatisfied
